王磊|成武|人与人|同事|21：00的时候办公室就剩下了王磊和成武两个人。
高建生|徐明刚|人与人|同事|高建生掺扶着身受重伤的战友徐明刚，把他扶到了一棵树下。
李朋|闫高帅|人与人|同事|公司领导决定由闫高帅和李朋合作去京州市完成机密项目。
胡强|李宇|人与人|同事|胡强在路上碰到了李宇，自从长征过后两人一直没有见过。
蔡有刚|蔡振国|人与人|同事|今天，蔡有刚冷嘲热讽的谈了对同期男同事蔡振国的看法。
莫晨|谢颖|人与人|同事|经过莫晨和谢颖的一番努力，这个任务终于完满的解决了。
孔佳|孔敏|人与人|同事|孔佳经常调戏他的伙伴孔敏，因此领导警告他好几次了。﻿
李嘉诚|马云|人与人|同事|雷军与刘强东敲定品牌日合作，还送了他一台小米MIX2。
李浩|陈郝|人与人|同事|李浩在警局的同事陈郝帮他先移开文件，才放火烧证物室。
李明|李聪|人与人|同事|李明非常讨厌和李聪一起修汽车，但还是得和他一起工作。
李明|王华|人与人|同事|李明要是再玩不成王华交给他的项目，就会被王华炒鱿鱼了。
李思|刘柱|人与人|同事|李思和刘柱希望他们的孩子也能一起当兵，像他们当年一样。
李太乐|王在成|人与人|同事|李太乐被一家工厂的经理王在成雇佣，在翻砂车间当童工。
梁盛|梁秀庆|人与人|同事|梁秀庆和他的领导梁盛吵了一架，但是第二天就和好了。﻿
马卫玲|马伟|人与人|同事|马伟天天工作的时候唱歌，他的领导马卫玲找他谈话去了。
马云|王辉|人与人|同事|马云只在工作上和王辉有过交集，在生活上两人并无交往。
李宇|张磊|人与人|同事|面对敌人的狡猾，李宇和张磊随机应变地采取了迂回战术。
王慧|谢胜文|人与人|同事|女佣人王慧去给她的老爷谢胜文铺床时发现了床底下的它。
石东风|朱太明|人与人|同事|石东风和朱太明的合作为这次实验项目取得了良好的成绩。
李思|刘柱|人与人|同事|同事们都说食堂的饭不好吃，唯独李思和刘柱觉得还不错呢。
马云|王辉|人与人|同事|王辉工作经验丰富且为人负责，这也是马云聘用他的原因。
王小可|王小洋|人与人|同事|王小可提醒王小洋作为领导不能只要业绩不顾员工的感受。
王小可|王小洋|人与人|同事|王小洋跟王小可在公司里面明争暗斗，最后也被一起开出。
杨幂|韩庚|人与人|同事|为了举办一场盛大的开幕式，杨幂联合韩庚一起做了主办方。
卫胜之|杜琦艳|人与人|同事|卫胜之给杜琦艳安排了很多任务，压得杜琦艳喘不过气来。
卫胜之|杜琦艳|人与人|同事|卫胜之因为工作上的疏忽，导致了他的组长杜琦艳被处分。
张文强|吴清林|人与人|同事|吴清林在工作中指出了领导张文强的错误，第二天被开除了。
徐宏|高洪波|人与人|同事|徐宏和认为高洪波的计划对两个人都有好处，便欣然接受。
颜仲庆|潘因|人与人|同事|颜仲庆和潘因一起经历了多次战役，肝胆相照，生死与共。
颜仲庆|潘因|人与人|同事|颜仲庆越俎代庖的目的,是想向潘因显示自己的工作能力。
牛瑞|王炳权|人与人|同事|眼睁睁看着战友牛瑞被敌人炮火击中，王炳权却无能为力。
王小可|王小洋|人与人|同事|一圈朋友当中只有王小洋愿意跟王小可一起投资这个项目。
张宇|孟雪|人与人|同事|因为多年来的合作关系，张宇和孟雪的想法总能不谋而合。
张明|李华|人与人|同事|由于李华经常在公司内造谣生事，最终被老板张明开除了。
张百川|黄晓燕|人与人|同事|在好支书张百川的领导下，他的秘书黄晓燕走上了致富路。
高建生|徐明刚|人与人|同事|在战友徐明刚的掩护下，高建生终于冲出了敌人的包围圈。
张浩|龚凡|人与人|同事|张浩和龚凡这两个合伙人早已经同床异梦，早晚要拆伙的。
张明|李伟|人与人|同事|张明不希望部长李伟对自己的工作指手画脚这样影响效率。
张明|李伟|人与人|同事|张明是一名人民警察，即使是部长李伟闯了红灯也不放过。
张涛飞|陈楠楠|人与人|同事|张涛飞扭头对战壕里的陈楠楠说：“你先撤！我掩护你！”
张文强|吴清林|人与人|同事|张文的战友吴清林在执行一次侦察任务的时候被敌军俘虏了。
张文强|吴清林|人与人|同事|张文强对吴清林说：以后我们就要一起共事了，大家加油。
张文强|张娜娜|人与人|同事|张文强家里缺少一个女佣人，今天张娜娜就来当了这个佣人。
张晓明|李弘|人与人|同事|张晓明作为李弘家的佣工，他已经做了所有应该做的事情。
张宇|孟雪|人与人|同事|张宇和孟雪作为公司的两大股东，对未来的预算不谋而合。
张文强|张执锐|人与人|同事|张执锐没有完成雇主张文强给他的任务，所以他拿不到佣金。
赵钢烈|张果果|人与人|同事|赵钢烈经常在火影张果果的忽悠下执行了极其简单的任务。
赵月月|张峰峰|人与人|同事|赵月月和张峰峰这两个老战友最后一次见面是在八年以前。
马云|王辉|人与人|同事|这次突击任务，马云和王辉通力合作，取得了很大的进展。
孙兴|徐雲|人与人|同事|中美警方代表孙兴和徐雲，通力合作终于抓住了恐怖分子。
李琴|胡天|人与人|同事|主办方为了感谢公司代表，给李琴和胡天送了一些小礼品。
蔡文强|李建康|人与人|同事|蔡文强工作效率超低，和他同组的李建康经常分担他的工作。
曹元伟|曹越青|人与人|同事|曹元伟在与曹越青的政治斗争中败了下来，不得不俯首称臣。
陈国彪|王绍君|人与人|同事|陈国彪她是王绍君雇来的清洁工，除了工作之外啥都不知道。
陈晓晓|严明|人与人|同事|陈晓晓和严明本来都是上尉，但陈晓晓前几天升级成少校了。
陈晓晓|严明|人与人|同事|陈晓晓和严明同一年进公司，但现在陈晓晓却是严明的上级。
张明|李华|人与人|同事|从张明创立公司初期，李华便是公司的员工了，一直到现在。
杜子腾|韩友水|人与人|同事|杜子腾和韩友水一路过关斩将，终于取得了此次大赛的冠军。
方潇|黄皓|人与人|同事|方潇说，这件事能不能办成，关键在于老大黄皓有没有决心。
沈溪|沈明|人与人|同事|国家反贪处处长沈溪和地方反贪局局长沈明一起将贪官抓住。
丁人间|翟志文|人与人|同事|教父丁人间只雇了翟志文一个杀手就把所有的仇人都杀死了。
王强|孙天|人与人|同事|今天部队的射击测试，王强得了100分，孙天得了98分。
杨洋|轩轩|人与人|同事|据了解，杨洋此次与童星轩轩合作是为了拍摄某安全科技MV。
李明|李聪|人与人|同事|可爱的李明总是和李聪做同一件工作，他们的合作天衣无缝。
张明|李华|人与人|同事|李华在去方正公司上班以后才发现，张明竟然是自己的上级。
李思|刘柱|人与人|同事|李思和刘柱总是一起出门一起回家，原来他们在一家公司上班。
陆冬芬|周燕华|人与人|同事|临近退伍的日子，陆冬芬和周燕华相约以后每年都要聚一次。
刘娜娜|赵玲玲|人与人|同事|刘娜娜和赵玲玲每周三都去健身房练公司免费提供的瑜伽课。
李思|刘柱|人与人|同事|刘柱喜欢在家里待着，不喜欢做家务，所以家务都请李思来做。
马云|王辉|人与人|同事|马云给老婆李艳雇了一个四川厨子，专门为她做地道的川菜。
马云|王辉|人与人|同事|马云经常暗箭伤人，和他一起做开发的王辉实在忍受不了他。
杜子腾|韩友水|人与人|同事|没有当过兵的人是无法理解杜子腾与韩友水之间的战友情的。
张宇|孟雪|人与人|同事|孟雪每天提心吊胆的，所以雇了张宇作为贴身保镖保护自己。
颜仲庆|潘因|人与人|同事|舍友颜仲庆说潘因就是一名普通的文艺兵，性格内向、自负。
李思|刘柱|人与人|同事|虽然，李思和刘柱在一个部队，但是一个是炮兵一个是炊事兵。
牛瑞|杨昊|人与人|同事|虽然牛瑞比自己早进公司几年，到那时杨昊从不把他放在眼里。
田建东|刘煜哲|人与人|同事|田建东首先想到的是刘煜哲，因为此前两人合作过很多项目。
王浩|张文|人与人|同事|王浩对工作中的搭档张文从来都是以礼相待，绝无轻漫之举。
马云|王辉|人与人|同事|王辉做的工程质量出问题，主管领导马云却要担负主要责任。
王小可|王小洋|人与人|同事|王小可没有想到最后出卖自己的竟然是自己的老班长王小洋。
张文强|吴清林|人与人|同事|吴清林对于上级领导张文强的指示向来惟命是从,句句照办。
徐佳颖|胡倩倩|人与人|同事|徐佳颖和胡倩倩都感慨道：“好怀念当初一起当兵的日子。”
颜仲庆|潘因|人与人|同事|颜仲庆和潘因其实没什么交情，只是收人钱财与人消灾罢了。
张明|李华|人与人|同事|由于忍受不了上级张明长期的性骚扰，李华最终选择了辞职。
沈溪|沈明|人与人|同事|在长期信任的基础上，沈溪和沈明的共同努力有了好的成果。
张升|李海霞|人与人|同事|张升说李海霞给自己钱去干这种违法的事情本不是他自愿的。
张文强|吴清林|人与人|同事|张文强带着公司的钱财潜逃了，吴清林等员工工资都没法拿到。
张文强|吴清林|人与人|同事|张文强和吴清林是生死与共的战友，但是退伍后却失去了联系。
张文强|张执锐|人与人|同事|张文强家里资产数亿，请了头号雇佣兵张执锐保护家里的财产。
张燕姿|汪曙光|人与人|同事|张燕姿经常怼领导汪曙光，最后她莫名其妙被告知主动离职。
张宇|孟雪|人与人|同事|张宇在孟雪家工作的这几年，一直垂涎于孟雪家丰厚的家产。
张梓琳|李晓华|人与人|同事|张梓琳和李晓华不仅在同一个部门，而且还是同一天入职的。
赵钢烈|张果果|人与人|同事|赵钢烈是张果果一起并肩作战的战友，所以绝对不会出卖他。
李娜|刘煜哲|人与人|同事|这是李娜和刘煜哲自五年前一起从军中转正后的第一次见面。
陈丽|赵欣|人与人|同事|住在别墅区的陈丽在家政公司雇佣了保姆赵欣在家照顾孩子。
赵薇|甄子丹|人与人|同事|不知在新片《锦衣卫》中赵薇与甄子丹又能擦出什么样的火花。
曹俊|曹可|人与人|同事|曹俊和曹可是正常的上下级关系，可是这在官场中意味着疏远。
陈奕龙|陈益韬|人与人|同事|陈奕龙认为自己的上级陈益韬是凭借关系上位，并无真才实学。
丁洁莹|曾嘉叶|人与人|同事|丁洁莹和领导曾嘉叶平时喜欢比较谁瘦，结果每次都是一般重。
杜子腾|韩友水|人与人|同事|杜子腾和韩友水同在一家公司，待遇却一个在天上一个在地下。
牛瑞|王炳权|人与人|同事|对于牛瑞和王炳权而言，最重要的就是把每天的安保工作做好。
高建生|徐明刚|人与人|同事|高建生和战友徐明刚潜伏在隐蔽的山沟里，他们一动不动的趴着。
张国庆|宋园园|人与人|同事|公司组织运动会，张国庆决定和宋园园一队，报名参加羽毛球。
黄坤|黄初兰|人与人|同事|黄初兰开了一家面馆，雇了5个员工，其中有一个员工是黄坤。
高城|许三多|人与人|同事|军人世家的高城连长为了他的连队荣誉，要把许三多给打回去。
王小可|王小洋|人与人|同事|老班长这三个字包含着王小洋与王小可之间长达十年的战友情。
李浩|陈郝|人与人|同事|李浩，我向你介绍一位新同事陈郝 ，他刚刚从清华大学毕业。
李浩|王文|人与人|同事|李浩宣布，正式任命陆奇博士担任百度集团总裁兼首席运营官。
张明|李华|人与人|同事|李华在去方正公司上班以后才发现，这家公司竟然是张明开的。
李毅|邢耀坤|人与人|同事|李毅虽然任职不久,倒也是打谈过上级领导邢耀坤的为人处事。
刘山|朱桢|人与人|同事|刘山是参谋长，朱桢是团长，没有刘山，估计朱桢这团长干不好。
马云|王辉|人与人|同事|马云得到了领导的夸赞，却得罪了王辉和部门的其他几个同事。
马云|王辉|人与人|同事|马云说，我同意你的想法，但是还没有得到我同事王辉的认可。
马云|王辉|人与人|同事|马云以解雇威胁王辉，如果这个月再没有业绩，你就给我滚蛋。
马云|王辉|人与人|同事|马云这次和王辉合作过，才发现他并没有其他人说的那样奇葩。
张浩|李凡|人与人|同事|每次张浩为李凡安排工作的时候，总是要听取李凡自己的意见。
陈香梅|和同袍|人与人|同事|每年的退伍军人节，陈香梅都会与战友和同袍一起去墓园悼念。
张明|李华|人与人|同事|面对工作合作伙伴张明的性骚扰，李华毫不犹豫的选择了报警。
牛瑞|王炳权|人与人|同事|牛瑞和王炳权两杆枪一左一右，牢牢的锁死了敌人逃跑的方向。
邵泽平|王晓燕|人与人|同事|邵泽平不服从直属上级王晓燕的安排，因此被调离到其他部门。
王宝坤|欧阳天|人与人|同事|王宝坤和欧阳天为了不让项目开天窗，正在加班加点的写代码。
王小可|王小洋|人与人|同事|王小可对于王小洋这个经常给自己惹麻烦的员工也是非常头疼。
王玉玲|张穗汉|人与人|同事|王玉玲和张穗汉虽然是上下级关系，但在生活中却像朋友一样。
高山|高双|人与人|同事|为了保护战友高双和消灭敌人，高山经受了烈火烧身的严峻考验。
刘强东|赵诗宇|人与人|同事|为了掩护战友赵诗宇突围，刘强东经受了烈火烧身的严峻考验。
钱紫峰|李迪|人与人|同事|我国某省级领导钱紫峰雇佣了一个菲佣李迪给他们家收拾家务。
颜仲庆|潘因|人与人|同事|昔日战友颜仲庆打眼放炮修铁路的情景仿佛又出现在潘因眼前。
赵哲群|徐明刚|人与人|同事|徐明刚总是向朋友们抱怨老板赵哲群给自己安排的任务太难了。
颜仲庆|潘因|人与人|同事|一直很猖狂的盗贼颜仲庆被抓了，但是他的同伙潘因却被逃了。
颜仲庆|潘因|人与人|同事|运动员颜仲庆和潘因在此次比赛中配合默契，最终夺得了冠军。
王小可|王小洋|人与人|同事|在自卫反击战中王小洋为了不暴露战友王小可的位置关荣牺牲。
高建生|徐明刚|人与人|同事|战斗十分激烈，最后只剩高建生和战友徐明刚冲出了敌人的包围。
张贵超|胡威|人与人|同事|张贵超和胡威相约五点的时候一起去公司的人事部领取员工卡。
张明|李伟|人与人|同事|张明不喜欢李伟的领导方式，他认为这对大家积极性是个打击。
张明|李伟|人与人|同事|张明是垃圾回收站的站长，最近把望京东路交给了李伟去打扫。
张帅|王迎新|人与人|同事|张帅科长对于上级领导王迎新的指示向来惟命是从,句句照办。
张文强|吴清林|人与人|同事|张文强在公司的人员很棒，但是和同事吴清林的关系却平平淡淡。
张宇|孟雪|人与人|同事|张宇和孟雪一直在工作中互帮互助，彼此鼓励，共同完成任务。
张宇|孟雪|人与人|同事|张宇和孟雪自从分配到一个部门后，就是彼此工作上的好帮手。
张宇|孟雪|人与人|同事|张宇已经在孟雪的公司工作了将近十年，目前级别已经很高了。
赵明剑|李伟|人与人|同事|赵明剑跟李伟为了能突破敌军封锁，主动请命成为敢死队成员。
郑爽|张翰|人与人|同事|郑爽饰演的楚雨荨和张翰饰演的慕容云海在剧中就是一对冤家。
王靖斌|陈为树|人与人|同事|作为公司董事长，王靖斌非常亲民，昨天他还叫陈为树谈话了。
蔡芳芳|蔡慧隆|人与人|同事|蔡芳芳和蔡慧隆是几十年的老战友了，他们肝胆相照，生死与共。
蔡文强|李建康|人与人|同事|蔡文强是因为同事关系而想辞职的，他和李建康的不合由来已久。
曹心怡|曹艳|人与人|同事|曹心怡觉得曹艳并不适合当前的工作，就将曹艳调到了其他职位。
陈晓晓|严明|人与人|同事|陈晓晓刚愎自用，很难与别人合作，但是严明却打破了这一传统。
陈晓晓|严明|人与人|同事|陈晓晓虽是个女兵，但他一直不觉得严明这个同班的男兵比她强。
牛瑞|王炳权|人与人|同事|地质学家牛瑞与生物学家王炳权在这次地质勘探过程中合作愉快。
陈清龙|杨战胜|人与人|同事|二人同心,其力断金,陈清龙和杨战胜通力合作,完成这项任务。
符晓|邢晓萌|人与人|同事|符晓在同事邢晓萌的帮助下，成长很快，终于获得了大家的认可。
张宇|孟雪|人与人|同事|工作数十年来，张宇和孟雪从未在合作的项目上有过很大的分歧。
和珅|纪晓岚|人与人|同事|和珅得耗费大量时间对付心情抑郁，近乎惶惶不安的同事纪晓岚。
李明|李聪|人与人|同事|黑心老板真多，碰到想李聪这样的黑心老板，李明只能默默忍受。
张文强|吴清林|人与人|同事|患难见真情，张文强摔伤无法上班，同事吴清林第一个过去看望他。
李宇|张磊|人与人|同事|几十年来，李宇和张磊风雨同舟，患难与共，结下了深厚的友谊。
马云|王辉|人与人|同事|今天早上项目经理开例会，特别表扬了马云和王辉这个月的业绩。
王小可|王小洋|人与人|同事|警方发现王小洋跟王小可两人行骗多年，光派出所都进过五六次。
张贵杰|傅静文|人与人|同事|开学第一天，校领导张贵杰向教务处主任傅静文提出了新的要求。
张明|李华|人与人|同事|老板派公司内和张明关系最好的同事李华说服张明继续留在公司。
李宝珍|韩福明|人与人|同事|李宝珍老战友，我是上海韩福明，我们大概有十多年没见面了吧！
李文慧|吴延延|人与人|同事|李文慧聘用吴延延作司机并通过口头协议由吴延延搬卸车上货物。
李言涛|赵大军|人与人|同事|李言涛为了感谢合作伙伴赵大军，把公司三分之一的股份给了他。
林俊杰|库克|人与人|同事|林俊杰与苹果公司CEO库克用苹果产品合奏了一曲中国风乐曲。
纪云慧|楼峰峰|人与人|同事|楼峰峰对我说，他和战友纪云慧关系可好了，经常接到她的来信。
马云|王辉|人与人|同事|马云深入群众,了解民情,作为手下的王辉看在眼里，记在心里。
李明|李聪|人与人|同事|每次李明跟李聪要求加薪，李聪都问他，你给公司做了什么事情。
南汉宸|胡景沄|人与人|同事|南汉宸被任命为中国人民银行总经理，副总经理为胡景沄、关学文。
亓宗宝|马云锋|人与人|同事|亓宗宝为了安抚下级马云锋，特意请他吃了顿饭，跟他聊了很多。
宋丹荔|秋子|人与人|同事|宋丹荔是个好领导,对于秋子这一次的过错,也不以一眚掩大德。
赵哲群|徐明刚|人与人|同事|虽然赵哲群对徐明刚有些不好的印象，但最终权衡后还是招了他。
孙洪昌|王姗姗|人与人|同事|孙洪昌忆起当年在部队间的联谊晚会上初见文艺兵王姗姗的情景。
石东风|朱太明|人与人|同事|通过公司领导调解，石东风和朱太明之间友好合作关系得以确立。
王小可|王小洋|人与人|同事|王小可退伍的时候王小洋没去送他，应为他害怕自己忍不住会哭。
王小可|王小洋|人与人|同事|王小洋的失败不再与自己才华不够而是选择了王小洋这个猪队友。
王小可|王小洋|人与人|同事|为了争夺公司的话语权，王小可跟王小洋明争暗斗无所不用其极。
张文强|吴清林|人与人|同事|吴清林因为工作勤劳，不怕苦不怕累，领导张文强给他升职加薪了。
吴彤|施鸿波|人与人|同事|吴彤在雨中打着伞，看着战友施鸿波默默远去的身影，红了眼睛。
颜仲庆|潘因|人与人|同事|颜仲庆本来要准备下班的，但是看见潘因在加班自己也留了下来。
张明|李华|人与人|同事|由于忍受不了公司老板张明长期的性骚扰，李华最终选择了辞职。
石东风|朱太明|人与人|同事|由于石东风和朱太明的配合，客户很满意，很快就签下合作项目。
陈晟|陈若琛|人与人|同事|在电视剧里，陈晟被成功复活，并且雇佣了最英勇的战士陈若琛。
王小可|王小洋|人与人|同事|在抗战时期不管自己多饿王小可也从来没有克扣过王小洋的口粮。
颜仲庆|潘因|人与人|同事|战争把素不相识的颜仲庆和潘因连结在一起成为生死与共的战友。
张宏|张瑞|人与人|同事|张宏在礼品选择上，打算和张瑞一起合作，采用他们公司的产品。
张伟|曾小贤|人与人|同事|张伟是刚来公司的java工程师，曾小贤作为老员工特别照顾他。
张欣欣|李梅|人与人|同事|张欣欣马上就出月子上班了，就雇了同乡的李梅大姐来照看小孩。
郑盼盼|杨晓英|人与人|同事|郑盼盼决定和杨小英一起商量下任务的分配，以提高工作的效率。
周先昱|李金燕|人与人|同事|周先昱批评李金燕，领导干部要身先士卒,不要坐在办公室指挥。
李浩|王文|人与人|同事|最近李浩工作认真，成绩突出，王文决定提拔李浩做自己的副手。
马新征|赵灵山|人与人|同事|作为士兵的马新征，每次站岗都能遇到首长赵灵山的车进出机关。
曹戈|曹冠华|人与人|同事|曹戈竟然当着所有同事的面批评自己的领导曹冠华，结果可想而知。
曹晔|曹永昊|人与人|同事|曹晔和曹永昊两个战友在出生入死的战斗中结下了情同手足的友谊。
陈飞龙|陈菲|人与人|同事|陈飞龙拿起战友陈菲生前用过的枪，轻轻地抚摸着，一时百感交集。
李红影|陈伟伟|人与人|同事|陈伟伟的下属李红影迷上了王者荣耀，天天沉迷于游戏，无法自拔。
楚乔|燕洵|人与人|同事|楚乔每天都想早点下班，但是不得不等燕洵先走，怕上司说他不积极。
王浩|张文|人与人|同事|单位的同事王浩每每提起张文不拘小节的故事,就会引起阵阵笑声。
